country,country_id,admin1,admin1_id,admin2,admin2_id,admin3,admin3_id
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Carragozela e Várzea de Meruge,Q20182569
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Sameice e Santa Eulália,Q25439672
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Santa Marinha e São Martinho,Q25439673
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Torrozelo e Folhadosa,Q25439837
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Tourais e Lajes,Q25439846
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Lapa Dos Dinheiros,Q1498704
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Girabolhos,Q1526603
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Torrozelo,Q1566702
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Vide,Q1664151
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Várzea de Meruge,Q1687150
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Sameice,Q1709134
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Lajes,Q1800786
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Vila Cova à Coelheira,Q1861972
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,São Romão,Q1943011
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Valezim,Q2051680
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Pinhanços,Q2095755
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Santa Comba,Q2120434
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Tourais,Q2120440
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Sandomil,Q2120448
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Santa Eulália,Q2120455
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Sazes da Beira,Q2142894
Syria,Q858,Hama Governorate,Q232355,Mhardeh District,Q75488,Karnaz Subdistrict,Q12247268
Syria,Q858,Hama Governorate,Q232355,Mhardeh District,Q75488,Kafr Zita Subdistrict,Q12247275
Syria,Q858,Hama Governorate,Q232355,Mhardeh District,Q75488,Mhardeh Subdistrict,Q12247345
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Santiago,Q2223528
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Teixeira,Q2296653
Portugal,Q45,Guarda District,Q273533,Seia,Q76017,Seia,Q2452531
Portugal,Q45,Lisbon District,Q207199,Amadora,Q189166,Falagueira-Venda Nova,Q3998168
Portugal,Q45,Lisbon District,Q207199,Amadora,Q189166,Águas Livres,Q14638417
Portugal,Q45,Lisbon District,Q207199,Amadora,Q189166,Encosta do Sol,Q15808074
Portugal,Q45,Lisbon District,Q207199,Amadora,Q189166,Mina de Água,Q15835260
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Manhuncelos,Q387995
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Banho e Carvalhosa,Q512290
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Maureles,Q540606
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Ariz,Q669864
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Avessadas,Q790672
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Magrelos,Q932295
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Alpendurada e Matos,Q1010720
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Favões,Q1024763
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Vila Boa de Quires,Q1024779
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Constance,Q1024781
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Rio de Galinhas,Q1024791
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Soalhães,Q1024794
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Fornos,Q1024802
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Vila Boa do Bispo,Q1024862
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Várzea da Ovelha e Aliviada,Q1024873
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Marco,Q20059064
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Paredes de Viadores e Manhuncelos,Q20059193
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Penhalonga e Paços de Gaiolo,Q20059228
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Sande e São Lourenço do Douro,Q20059423
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,"Várzea, Aliviada e Folhada",Q20059670
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Addalachchenai Divisional Secretariat,Q4681012
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Akkaraipattu Divisional Secretariat,Q4701330
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Alayadiwembu Divisional Secretariat,Q4708911
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Ampara Divisional Secretariat,Q4748049
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Damana Divisional Secretariat,Q5211949
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Eragama Divisional Secretariat,Q5384810
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Kalmunai Divisional Secretariat,Q6354100
Iran,Q794,South Khorasan Province,Q171551,Boshruyeh County,Q80860,Central District,Q80984
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Penha Longa,Q1024877
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Folhada,Q1024938
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Tabuado,Q1024941
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Sobretâmega,Q1024970
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Paredes de Viadores,Q1024977
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Toutosa,Q1024980
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Torrão,Q1025004
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Rosem,Q1025007
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Sande,Q1027096
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Freixo,Q1454969
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Várzea do Douro,Q1474391
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,São Nicolau,Q1555650
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Tuias,Q1730707
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Santo Isidoro,Q1742091
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Paços de Gaiolo,Q1899203
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,São Lourenço do Douro,Q1899294
Iran,Q794,South Khorasan Province,Q171551,Boshruyeh County,Q80860,Eresk District,Q4814000
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Santo Isidoro e Livração,Q15106568
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Bem Viver,Q15106682
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,"Alpendorada, Várzea e Torrão",Q19607491
Portugal,Q45,Porto District,Q322792,Marco de Canaveses,Q188050,Avessadas e Rosém,Q19607759
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Wat Yom,Q16214277
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Ban Kum,Q16658907
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Bang Chani,Q16658910
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Bang Hak,Q16658912
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Bang Luang Dot,Q16658915
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Bang Luang,Q16658917
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Wat Taku,Q16658920
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Thang Chang,Q16658923
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Nam Tao,Q16658926
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Phra Khao,Q16658928
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Ban Khlang,Q16658931
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Kop Chao,Q16658934
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Maha Phram,Q16658936
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Saphan Thai,Q16658940
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Sai Noi,Q16658942
Thailand,Q869,Phra Nakhon Si Ayutthaya,Q476222,Bang Ban,Q186421,Bang Ban,Q16658945
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Karativu Divisional Secretariat,Q6368785
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Lahugala Divisional Secretariat,Q6473507
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Mahaoya Divisional Secretariat,Q6733163
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Ninthavur Divisional Secretariat,Q7039265
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Padiyathalawa Divisional Secretariat,Q7123805
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Pothuvil Divisional Secretariat,Q7234930
Sri Lanka,Q854,Eastern Province,Q1046126,Ampara District,Q474395,Sainthamarathu Divisional Secretariat,Q7402381
Thailand,Q869,Surat Thani,Q240463,Kanchanadit,Q474849,Phlai Wat,Q13015103
Thailand,Q869,Surat Thani,Q240463,Kanchanadit,Q474849,Takhian Thong,Q15154242
