country,country_id,admin1,admin1_id,admin2,admin2_id,admin3,admin3_id
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Don Raet,Q28804266
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Nong Bua Thong,Q28804267
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Nong Bua Ban,Q28804268
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Phai,Q28804269
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Boet,Q28804270
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Nam Khiao,Q28804271
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Kut Kha Khim,Q28804272
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Yang Sawang,Q28804273
Thailand,Q869,Surin,Q380757,Rattanaburi,Q476560,Thap Yai,Q28804274
Thailand,Q869,Chai Nat,Q459759,Sapphaya,Q476651,Sapphaya,Q19354389
Thailand,Q869,Chai Nat,Q459759,Sapphaya,Q476651,Taluk,Q19354392
Thailand,Q869,Chai Nat,Q459759,Sapphaya,Q476651,Khao Kaeo,Q19354394
Thailand,Q869,Chai Nat,Q459759,Sapphaya,Q476651,Pho Nang Dam Tok,Q19354396
Thailand,Q869,Chai Nat,Q459759,Sapphaya,Q476651,Pho Nang Dam Ok,Q19354398
Thailand,Q869,Chai Nat,Q459759,Sapphaya,Q476651,Bang Luang,Q19354400
Thailand,Q869,Chai Nat,Q459759,Sapphaya,Q476651,Hat Asa,Q19354402
Thailand,Q869,Yala,Q242977,Raman,Q476544,Kayu Boko,Q17310023
Thailand,Q869,Yala,Q242977,Raman,Q476544,Kalupang,Q17310024
Thailand,Q869,Yala,Q242977,Raman,Q476544,Kalo,Q17310025
Thailand,Q869,Yala,Q242977,Raman,Q476544,Koto Tuera,Q17310026
Thailand,Q869,Yala,Q242977,Raman,Q476544,Kota Baru,Q17310027
Thailand,Q869,Yala,Q242977,Raman,Q476544,Kero,Q17310028
Thailand,Q869,Yala,Q242977,Raman,Q476544,Cha-kwa,Q17310029
Thailand,Q869,Yala,Q242977,Raman,Q476544,Tha Thong,Q17310030
Thailand,Q869,Yala,Q242977,Raman,Q476544,Noen Ngam,Q17310031
Thailand,Q869,Yala,Q242977,Raman,Q476544,Balo,Q17310032
Thailand,Q869,Yala,Q242977,Raman,Q476544,Ba-ngoi,Q17310033
Thailand,Q869,Yala,Q242977,Raman,Q476544,Buemang,Q17310034
Thailand,Q869,Yala,Q242977,Raman,Q476544,Yata,Q17310035
Thailand,Q869,Yala,Q242977,Raman,Q476544,Wang Phaya,Q17310036
Thailand,Q869,Yala,Q242977,Raman,Q476544,A-song,Q17310037
Thailand,Q869,Yala,Q242977,Raman,Q476544,Talo Halo,Q17310038
Thailand,Q869,Trang,Q243805,Ratsada,Q476554,Khuan Mao,Q17297958
Thailand,Q869,Trang,Q243805,Ratsada,Q476554,Khao Phrai,Q17297959
Thailand,Q869,Phrae,Q244652,Rong Kwang,Q476571,Phai Thon,Q17142532
Thailand,Q869,Phrae,Q244652,Rong Kwang,Q476571,Huai Rong,Q17142533
Thailand,Q869,Phrae,Q244652,Rong Kwang,Q476571,Mae Sai,Q17142534
Thailand,Q869,Nakhon Si Thammarat,Q244691,Ron Phibun,Q476567,Ron Phibun,Q17364028
Thailand,Q869,Surin,Q380757,Sangkha,Q476632,Ta Khong,Q27055400
Thailand,Q869,Surin,Q380757,Sangkha,Q476632,Ban Chop,Q27055401
Thailand,Q869,Surin,Q380757,Sanom,Q476640,Nong Rakhang,Q56476406
Thailand,Q869,Surin,Q380757,Sanom,Q476640,Na Nuan,Q56476409
Thailand,Q869,Surin,Q380757,Sanom,Q476640,Khaen,Q56476414
Thailand,Q869,Surin,Q380757,Sanom,Q476640,Hua Ngua,Q56476416
Thailand,Q869,Surin,Q380757,Sanom,Q476640,Nong I Yo,Q56476418
Thailand,Q869,Kalasin,Q382144,Rong Kham,Q476570,Rong Kham,Q17280502
Thailand,Q869,Kalasin,Q382144,Rong Kham,Q476570,Samakkhi,Q17280503
Thailand,Q869,Kalasin,Q382144,Rong Kham,Q476570,Lao Oi,Q17280504
Thailand,Q869,Chai Nat,Q459759,Sankhaburi,Q476639,Thiang Thae,Q27609163
Thailand,Q869,Chai Nat,Q459759,Sankhaburi,Q476639,Huai Krot,Q27609167
Thailand,Q869,Chai Nat,Q459759,Sankhaburi,Q476639,Pho Ngam,Q27609170
Thailand,Q869,Chai Nat,Q459759,Sankhaburi,Q476639,Bang Khut,Q27609174
Thailand,Q869,Chai Nat,Q459759,Sankhaburi,Q476639,Dong Khon,Q27609177
Thailand,Q869,Chai Nat,Q459759,Sankhaburi,Q476639,Don Kam,Q27609180
Thailand,Q869,Chai Nat,Q459759,Sankhaburi,Q476639,Huai Krot Phatthana,Q27609184
Thailand,Q869,Chon Buri,Q207068,Sattahip,Q476658,Sattahip,Q16212855
Thailand,Q869,Chiang Mai,Q233588,Saraphi,Q476652,San Sai,Q7415271
Thailand,Q869,Chiang Mai,Q233588,Saraphi,Q476652,Saraphi,Q7423164
Thailand,Q869,Chiang Mai,Q233588,Saraphi,Q476652,Tha Kwang,Q7708743
Thailand,Q869,Chiang Mai,Q233588,Saraphi,Q476652,Tha Wang Tan,Q7708792
Thailand,Q869,Chiang Mai,Q233588,Saraphi,Q476652,Yang Noeng,Q8048437
Thailand,Q869,Ang Thong,Q243795,Sawaeng Ha,Q476662,Sawaeng Ha,Q15982816
Thailand,Q869,Ang Thong,Q243795,Sawaeng Ha,Q476662,Chamlong,Q15982817
Thailand,Q869,Ang Thong,Q243795,Sawaeng Ha,Q476662,Huai Phai,Q15982819
Thailand,Q869,Ang Thong,Q243795,Sawaeng Ha,Q476662,Si Bua Thong,Q15982820
Thailand,Q869,Ang Thong,Q243795,Sawaeng Ha,Q476662,Wang Nam Yen,Q15982821
Thailand,Q869,Ang Thong,Q243795,Sawaeng Ha,Q476662,Ban Phran,Q15982823
Thailand,Q869,Ang Thong,Q243795,Sawaeng Ha,Q476662,Si Phran,Q15982826
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Na Pho,Q16325289
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Khron,Q16325293
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Sawi,Q16325295
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Thung Raya,Q16325296
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Tha Hin,Q16325297
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Pak Phraek,Q16325298
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Dan Sawi,Q16325299
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Wisai Tai,Q16325301
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Na Sak,Q16325302
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Khao Thalu,Q16325303
Thailand,Q869,Chumphon,Q244695,Sawi,Q476673,Khao Khai,Q16325305
Thailand,Q869,Bueng Kan,Q1001862,Seka,Q476675,Tha Kok Daeng,Q7708742
Thailand,Q869,Nakhon Si Thammarat,Q244691,Ron Phibun,Q476567,Hin Tok,Q17364029
Thailand,Q869,Nakhon Si Thammarat,Q244691,Ron Phibun,Q476567,Sao Thong,Q17364030
Thailand,Q869,Nakhon Si Thammarat,Q244691,Ron Phibun,Q476567,Khuan Phang,Q17364031
Thailand,Q869,Nakhon Si Thammarat,Q244691,Ron Phibun,Q476567,Khuan Chum,Q17364032
Thailand,Q869,Narathiwat,Q271442,Ra-ngae,Q476541,Tanyong Mat,Q19427116
Thailand,Q869,Narathiwat,Q271442,Ra-ngae,Q476541,Bo-ngo,Q19427120
Thailand,Q869,Narathiwat,Q271442,Ra-ngae,Q476541,Kalisa,Q19427122
Thailand,Q869,Narathiwat,Q271442,Ra-ngae,Q476541,Ba-ngo Sato,Q19427124
Thailand,Q869,Narathiwat,Q271442,Ra-ngae,Q476541,Chaloem,Q19427126
Thailand,Q869,Narathiwat,Q271442,Ra-ngae,Q476541,Marue Botok,Q19427128
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Renu,Q18932845
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Phon Thong,Q18932850
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Tha Lat,Q18932853
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Na Ngam,Q18932857
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Khok Hin Hae,Q18932863
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Nong Yang Chin,Q18932870
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Renu Tai,Q18932875
Thailand,Q869,Nakhon Phanom,Q468547,Renu Nakhon,Q476566,Na Kham,Q18932877
Thailand,Q869,Uthai Thani,Q244649,Sawang Arom,Q476663,Sawang Arom,Q27998586
Thailand,Q869,Uthai Thani,Q244649,Sawang Arom,Q476663,Nong Luang,Q27998587
Thailand,Q869,Uthai Thani,Q244649,Sawang Arom,Q476663,Phluang Song Nang,Q27998588
Thailand,Q869,Uthai Thani,Q244649,Sawang Arom,Q476663,Phai Khiao,Q27998589
Thailand,Q869,Uthai Thani,Q244649,Sawang Arom,Q476663,Bo Yang,Q27998590
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Satuek,Q17126152
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Nikhom,Q17126153
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Thung Wang,Q17126154
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Mueang Kae,Q17126155
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Nong Yai,Q17126156
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Ron Thong,Q17126157
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Don Mon,Q17126158
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Chum Saeng,Q17126159
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Tha Muang,Q17126160
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Sakae,Q17126161
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Sanam Chai,Q17126162
Thailand,Q869,Buri Ram,Q327510,Satuek,Q476657,Krasang,Q17126164
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Sawang Daen Din,Q17254295
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Kham Sa-at,Q17254296
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Ban Tai,Q17254298
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Bong Nuea,Q17254299
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Phon Sung,Q17254301
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Khok Si,Q17254302
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Nong Luang,Q17254304
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Bong Tai,Q17254305
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Kho Tai,Q17254307
Thailand,Q869,Ubon Ratchathani,Q629024,Sawang Wirawong,Q476668,Sawang,Q16873741
Thailand,Q869,Ubon Ratchathani,Q629024,Sawang Wirawong,Q476668,Bung Malaeng,Q16873743
Thailand,Q869,Ubon Ratchathani,Q629024,Sawang Wirawong,Q476668,Tha Chang,Q16873744
Thailand,Q869,Ubon Ratchathani,Q629024,Sawang Wirawong,Q476668,Kaeng Dom,Q16873745
Thailand,Q869,Chiang Mai,Q233588,Samoeng,Q476611,Bo Kaeo,Q4931110
Thailand,Q869,Chiang Mai,Q233588,Samoeng,Q476611,Mae Sap,Q6729008
Thailand,Q869,Chiang Mai,Q233588,Samoeng,Q476611,Samoeng Nuea,Q7409993
Thailand,Q869,Chiang Mai,Q233588,Samoeng,Q476611,Samoeng Tai,Q7409994
Thailand,Q869,Chiang Mai,Q233588,Samoeng,Q476611,Yang Moen,Q15295353
Thailand,Q869,Chiang Mai,Q233588,San Pa Tong,Q476622,Ban Klang,Q4853627
Thailand,Q869,Chiang Mai,Q233588,San Pa Tong,Q476622,Ban Mae,Q4853642
Thailand,Q869,Chiang Mai,Q233588,San Pa Tong,Q476622,Mae Ka,Q6728941
Thailand,Q869,Chiang Mai,Q233588,San Pa Tong,Q476622,Makham Luang,Q6739349
Thailand,Q869,Chiang Mai,Q233588,San Pa Tong,Q476622,Makhun Wan,Q6739441
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,San Kamphaeng,Q3471534
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,Buak Khang,Q4982101
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,Chae Chang,Q5066547
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,Huai Sai,Q5925105
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,Mae Pu Kha,Q6728993
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,On Tai,Q7091151
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,Rong Wua Daeng,Q7365613
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,Sai Mun,Q7399807
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,San Klang,Q7414666
Thailand,Q869,Chiang Mai,Q233588,San Kamphaeng,Q476620,Ton Pao,Q7820690
Thailand,Q869,Prachuap Khiri Khan,Q244628,Sam Roi Yot,Q476605,Sam Roi Yot,Q15981213
Thailand,Q869,Prachuap Khiri Khan,Q244628,Sam Roi Yot,Q476605,Sila Loi,Q15981214
Thailand,Q869,Prachuap Khiri Khan,Q244628,Sam Roi Yot,Q476605,Rai Kao,Q15981215
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Sung Men,Q17142493
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Nam Cham,Q17142494
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Hua Fai,Q17142495
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Don Mun,Q17142496
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Ban Lao,Q17142497
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Ban Kwang,Q17142498
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Ban Pong,Q17142499
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Ban Kat,Q17142500
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Rong Kat,Q17142501
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Sop Sai,Q17142502
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Wiang Thong,Q17142503
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Na Si,Q16735898
Thailand,Q869,Narathiwat,Q271442,Su-ngai Kolok,Q476772,Puyo,Q19426982
Thailand,Q869,Narathiwat,Q271442,Sukhirin,Q476783,Mamong,Q19427042
Thailand,Q869,Narathiwat,Q271442,Sukhirin,Q476783,Sukhirin,Q19427043
Thailand,Q869,Narathiwat,Q271442,Sukhirin,Q476783,Kia,Q19427045
Thailand,Q869,Narathiwat,Q271442,Sukhirin,Q476783,Phukhao Thong,Q19427047
Thailand,Q869,Narathiwat,Q271442,Sukhirin,Q476783,Rom Sai,Q19427049
Thailand,Q869,Nakhon Ratchasima,Q271737,Sung Noen,Q476788,Sung Noen,Q17279589
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Song Phi Nong,Q54366327
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Bang Len,Q54366330
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Bang Takhian,Q54366338
Thailand,Q869,Chanthaburi,Q327730,Soi Dao,Q476749,Thung Khanan,Q17045363
Thailand,Q869,Chanthaburi,Q327730,Soi Dao,Q476749,Thap Chang,Q17045364
Thailand,Q869,Chanthaburi,Q327730,Soi Dao,Q476749,Sai Khao,Q17045365
Thailand,Q869,Chanthaburi,Q327730,Soi Dao,Q476749,Saton,Q17045367
Thailand,Q869,Surin,Q380757,Samrong Thap,Q476617,Nong Ha,Q15257759
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Somdet,Q17277845
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Nong Waeng,Q17277846
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Saeng Badan,Q17277847
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Maha Chai,Q17277848
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Mu Mon,Q17277849
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Pha Sawoei,Q17277851
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Si Somdet,Q17277852
Thailand,Q869,Kalasin,Q382144,Somdet,Q476751,Lam Huai Lua,Q17277853
Chile,Q298,O'Higgins Region,Q2133,Cachapoal Province,Q201144,Las Cabras,Q14480
Chile,Q298,O'Higgins Region,Q2133,Cachapoal Province,Q201144,Machalí,Q16915
Chile,Q298,Biobío Region,Q2170,Arauco Province,Q201109,Los Álamos,Q16909
Chile,Q298,Biobío Region,Q2170,Bío Bío province,Q201131,Laja,Q14475
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Taluban,Q18964988
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Tabing,Q18964989
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Pase Yawo,Q18964991
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Bang Kao,Q18964992
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Bue Re,Q18964993
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Tro Bon,Q18964996
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Kadunong,Q18964997
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Lahan,Q18964999
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Manang Dalam,Q18965000
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Paen,Q18965001
Thailand,Q869,Pattani,Q236781,Sai Buri,Q476581,Thung Khla,Q18965003
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Rueso,Q19427080
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Sawo,Q19427082
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Riang,Q19427085
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Samakkhi,Q19427087
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Batong,Q19427089
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Lalo,Q19427092
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Rueso Ok,Q19427094
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Khok Sato,Q19427095
Thailand,Q869,Narathiwat,Q271442,Rueso,Q476573,Suwari,Q19427097
Thailand,Q869,Kalasin,Q382144,Sahatsakhan,Q476577,Non Sila,Q17279455
Thailand,Q869,Kalasin,Q382144,Sahatsakhan,Q476577,Nikhom,Q17279456
Thailand,Q869,Kalasin,Q382144,Sahatsakhan,Q476577,Non Laem Thong,Q17279457
Thailand,Q869,Kalasin,Q382144,Sahatsakhan,Q476577,Non Buri,Q17279458
Thailand,Q869,Kalasin,Q382144,Sahatsakhan,Q476577,Non Nam Kliang,Q17279459
Thailand,Q869,Chon Buri,Q207068,Sattahip,Q476658,Na Chom Thian,Q19794226
Thailand,Q869,Chon Buri,Q207068,Sattahip,Q476658,Phlu Ta Luang,Q19794228
Thailand,Q869,Chon Buri,Q207068,Sattahip,Q476658,Bang Sare,Q19794229
Thailand,Q869,Chon Buri,Q207068,Sattahip,Q476658,Samaesan,Q19794230
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Mueang Sawankhalok,Q18698782
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Nai Mueang,Q18698783
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Khlong Krachong,Q18698784
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Wang Phinphat,Q18698785
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Wang Mai Khon,Q18698786
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Yan Yao,Q18698787
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Na Thung,Q18698788
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Khlong Yang,Q18698789
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Mueang Bang Yom,Q18698790
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Tha Thong,Q18698791
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Pak Nam,Q18698792
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Pa Kum Ko,Q18698793
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Mueang Bang Khlang,Q18698794
Thailand,Q869,Sukhothai,Q380764,Sawankhalok,Q476671,Nong Klap,Q18698795
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Phan Na,Q17254308
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Waeng,Q17254311
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Sai Mun,Q17254314
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Tan Kon,Q17254315
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Tan Noeng,Q17254317
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,That Thong,Q17254319
Thailand,Q869,Sakon Nakhon,Q382125,Sawang Daen Din,Q476665,Ban Thon,Q17254322
Chile,Q298,Biobío Region,Q2170,Arauco Province,Q201109,Arauco,Q3632
Chile,Q298,Biobío Region,Q2170,Bío Bío province,Q201131,Alto Bío Bío,Q2213
Chile,Q298,Biobío Region,Q2170,Bío Bío province,Q201131,Antuco,Q3619
Chile,Q298,Aysén Region,Q2181,Aysén Province,Q201126,Aysén,Q3651
Chile,Q298,Arica y Parinacota Region,Q2109,Arica Province,Q201119,Arica,Q23660598
Chile,Q298,Biobío Region,Q2170,Arauco Province,Q201109,Lebu,Q23660283
Chile,Q298,Biobío Region,Q2170,Bío Bío province,Q201131,Los Ángeles,Q31921981
Chile,Q298,Arica y Parinacota Region,Q2109,Arica Province,Q201119,Camarones,Q3729
Chile,Q298,Biobío Region,Q2170,Arauco Province,Q201109,Cañete,Q3753
Chile,Q298,Biobío Region,Q2170,Bío Bío province,Q201131,Cabrero,Q3678
Chile,Q298,Aysén Region,Q2181,Aysén Province,Q201126,Cisnes,Q3793
Chile,Q298,O'Higgins Region,Q2133,Cachapoal Province,Q201144,Codegua,Q3804
Chile,Q298,O'Higgins Region,Q2133,Cachapoal Province,Q201144,Coínco,Q3833
Chile,Q298,O'Higgins Region,Q2133,Cachapoal Province,Q201144,Coltauco,Q3847
Chile,Q298,Biobío Region,Q2170,Arauco Province,Q201109,Contulmo,Q3864
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Ban Kum,Q54366341
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Hua Pho,Q54366344
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Bang Phlap,Q54366345
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Noen Phra Prang,Q54366346
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Ban Chang,Q54366353
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Ton Tan,Q54366355
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Si Samran,Q54366356
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Thung Khok,Q54366357
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Nong Bo,Q54366359
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Bo Suphan,Q54366360
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Don Manao,Q54366362
Chile,Q298,O'Higgins Region,Q2133,Cachapoal Province,Q201144,Doñihue,Q13035
Chile,Q298,O'Higgins Region,Q2133,Cachapoal Province,Q201144,Graneros,Q13068
Chile,Q298,Biobío Region,Q2170,Arauco Province,Q201109,Curanilahue,Q3892
Chile,Q298,Aysén Region,Q2181,Aysén Province,Q201126,Guaitecas,Q13069
Thailand,Q869,Ranong,Q236802,Suk Samran,Q476780,Kamphuan,Q15900049
Thailand,Q869,Ranong,Q236802,Suk Samran,Q476780,Nakha,Q15900051
Thailand,Q869,Phatthalung,Q243808,Srinagarindra,Q476771,Chumphon,Q15981388
Thailand,Q869,Phatthalung,Q243808,Srinagarindra,Q476771,Ban Na,Q15981389
Thailand,Q869,Phatthalung,Q243808,Srinagarindra,Q476771,Ang Thong,Q15981390
Thailand,Q869,Phatthalung,Q243808,Srinagarindra,Q476771,Lam Sin,Q15981391
Thailand,Q869,Phrae,Q244652,Sung Men,Q476784,Phra Luang,Q16264303
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Kut Phueng,Q16735869
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Bun Than,Q16735870
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Suwannakhuha,Q16735871
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Dong Mafai,Q16735872
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Na Dan,Q16735875
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Na Di,Q16735895
Thailand,Q869,Nong Bua Lam Phu,Q261241,Suwannakhuha,Q476790,Ban Khok,Q16735897
Thailand,Q869,Mae Hong Son,Q269270,Sop Moei,Q476767,Kong Koi,Q6429133
Thailand,Q869,Mae Hong Son,Q269270,Sop Moei,Q476767,Mae Sam Laep,Q6729006
Thailand,Q869,Mae Hong Son,Q269270,Sop Moei,Q476767,Mae Suat,Q6729021
Thailand,Q869,Mae Hong Son,Q269270,Sop Moei,Q476767,Pa Pong,Q7121369
Thailand,Q869,Mae Hong Son,Q269270,Sop Moei,Q476767,Sop Moei,Q7562802
Thailand,Q869,Mae Hong Son,Q269270,Sop Moei,Q476767,Mae Khatuan,Q15291015
Thailand,Q869,Nakhon Ratchasima,Q271737,Sung Noen,Q476788,Na Klang,Q6956405
Thailand,Q869,Nakhon Ratchasima,Q271737,Sung Noen,Q476788,Sema,Q16266341
Thailand,Q869,Suphanburi,Q272247,Song Phi Nong,Q476763,Bang Ta Then,Q16267949
Thailand,Q869,Kanchanaburi,Q275740,Si Sawat,Q476718,Tha Kradan,Q16267916
Thailand,Q869,Prachin Buri,Q321324,Si Mahosot,Q476694,Khok Pip,Q16201497
Thailand,Q869,Prachin Buri,Q321324,Si Mahosot,Q476694,Khu Lam Phan,Q16335798
Thailand,Q869,Prachin Buri,Q321324,Si Mahosot,Q476694,Phai Cha Lueat,Q16335799
Thailand,Q869,Prachin Buri,Q321324,Si Mahosot,Q476694,Khok Thai,Q16335800
Thailand,Q869,Udon Thani,Q380752,Si That,Q476722,Si That,Q16976609
